Spirochaetes: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Methylophilaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Modestobacter: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Nitrosomonadales: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Parachlamydiaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phycicoccus: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phycisphaerae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phyllobacteriaceae: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Sporosarcina: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Syntrophus: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Thermaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Thermales: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Thermomonosporaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Truepera: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Trueperaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Aliihoeflea: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Glutamicibacter: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Leucobacter: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Microbacteriaceae: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Breast Neoplasms, Lung Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Pannonibacter: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Pelagibacterium: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Sulfuritalea: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Vibrionimonas: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Fluviicola: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Gemmatimonas: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Kluyvera: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Mesorhizobium: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Simonsiella: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactococcus lactis: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Breast Neoplasms, Ulcerative Colitis, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Clostridiales bacterium: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Fusobacterium sp. oral taxon 203: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Oribacterium parvum: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Clostridium clostridioforme: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Gemmiger formicilis: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Robinsoniella peoriensis: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Streptococcus sobrinus: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Breast Neoplasms, Lung Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Victivallis vadensis: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Breast Neoplasms, Lung Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Abiotrophia defectiva: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Alistipes finegoldii: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Alistipes onderdonkii: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacteroides eggerthii: Parkinson Disease, Colorectal Neoplasms, Stomach Neoplasms, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Bacteroides sp. 3_1_40A: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Enterobacteria phage f1: Colorectal Neoplasms, Parkinson Disease, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Megamonas funiformis: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Megamonas rupellensis: Parkinson Disease, Colorectal Neoplasms, Ulcerative Colitis, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Crohn Disease, Pancreatic Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Megasphaera micronuciformis: Parkinson Disease, Colorectal Neoplasms, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Alzheimer Disease, Ulcerative Colitis, Liver Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Prevotella corporis: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Anaerosporobacter: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Ulcerative Colitis, Breast Neoplasms, Alzheimer Disease, Crohn Disease, Pancreatic Neoplasms, Lung Neoplasms, Stomach Neoplasms, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Atherosclerosis, Inflammatory Bowel Diseases, Hypertension
Ruminococcus gauvreauii: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Corynebacterium matruchotii: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
